customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,contract_encoded,contract_risk_score,has_internet,is_fiber,is_dsl,payment_Bank transfer (automatic),payment_Credit card (automatic),payment_Electronic check,payment_Mailed check,is_auto_payment,is_electronic_check,OnlineSecurity_binary,OnlineBackup_binary,DeviceProtection_binary,TechSupport_binary,StreamingTV_binary,StreamingMovies_binary,MultipleLines_binary,tenure_group,tenure_group_encoded,is_new_customer,price_segment,price_segment_encoded,is_high_price,TotalCharges_log,avg_monthly_spend
9962-BFPDU,0,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.0469005601283903,10.025
3296-SILRA,0,1,1,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,76.4,76.4,1,0,2,1,1,0,False,False,False,True,0,0,0,1,0,0,0,0,0,0-12m,0,1,high,2,1,4.3489867805956814,38.2
9681-OXGVC,0,0,0,0,5,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,514.0,1,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,1,1,1,0-12m,0,1,high,2,1,6.244166900663736,85.66666666666667
6394-HHHZM,1,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,57.5,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,4.069026754237811,14.375
5995-LFTLE,1,0,0,0,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1474.35,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.296650528761137,24.988983050847455
5180-UCIIQ,1,1,1,1,22,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,40.05,880.2,1,0,2,1,0,1,False,False,False,True,0,0,1,0,0,0,0,1,0,13-24m,1,0,medium,1,0,6.781284614928188,38.2695652173913
1932-UEDCX,1,1,1,0,33,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.6,3270.25,0,0,2,1,1,0,True,False,False,False,1,0,0,1,0,0,1,1,1,25-36m,2,0,high,2,1,8.092927453844355,96.18382352941177
7153-OANIO,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.95,69.95,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,4.261975403606051,34.975
5188-HGMLP,1,1,1,0,54,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.0,3919.15,0,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,high,2,1,8.273885197358533,71.25727272727273
0665-XHDJU,1,0,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,99.4,7285.7,0,2,0,1,1,0,False,False,True,False,0,1,0,1,0,0,1,1,1,37m+,3,0,high,2,1,8.893806047617373,99.80410958904109
6521-YYTYI,1,0,0,1,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.3,93.3,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,1,1,0-12m,0,1,high,2,1,4.546481189639412,46.65
8878-HMWBV,1,0,0,0,3,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,49.15,169.05,1,0,2,1,0,1,False,False,True,False,0,1,0,0,1,0,0,0,0,0-12m,0,1,medium,1,0,5.136092511453205,42.2625
8265-HKSOW,0,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),107.45,7658.3,0,2,0,1,1,0,False,True,False,False,1,0,1,1,1,1,0,1,1,37m+,3,0,premium,3,1,8.943675874746871,104.90821917808219
3544-FBCAS,0,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),83.6,5959.3,0,2,0,1,0,1,False,True,False,False,1,0,1,1,1,0,1,1,1,37m+,3,0,high,2,1,8.692876094363072,81.63424657534247
5331-RGMTT,1,1,1,0,54,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.05,5295.7,0,0,2,1,1,0,False,True,False,False,1,0,0,0,1,0,1,1,1,37m+,3,0,high,2,1,8.574839264109055,96.28545454545454
4759-PXTAN,0,0,1,0,59,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,80.1,4693.2,0,1,1,1,0,1,False,False,True,False,0,1,0,1,0,1,1,1,1,37m+,3,0,high,2,1,8.454082983087442,78.22
7054-DMVAS,1,0,0,0,54,1,No,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Bank transfer (automatic),65.3,3512.9,0,2,0,1,0,1,True,False,False,False,1,0,1,1,0,0,1,0,0,37m+,3,0,medium,1,0,8.164481810743938,63.870909090909095
3428-MMGUB,1,0,0,0,60,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Electronic check,89.55,5231.2,0,2,0,1,1,0,False,False,True,False,0,1,0,0,1,0,1,0,1,37m+,3,0,high,2,1,8.562587118706123,85.75737704918032
6549-BTYPG,0,0,1,0,60,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),60.8,3603.45,0,2,0,1,0,1,False,True,False,False,1,0,0,1,1,1,1,1,0,37m+,3,0,medium,1,0,8.189924472198971,59.07295081967213
7823-JSOAG,1,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.5,217.45,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,1,0-12m,0,1,high,2,1,5.386557155397445,54.3625
3705-RHRFR,0,0,1,0,69,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),99.15,6875.35,0,2,0,1,1,0,True,False,False,False,1,0,1,0,0,0,1,1,1,37m+,3,0,high,2,1,8.83584326689432,98.21928571428572
9374-YOLBJ,0,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.25,19.25,0,0,2,0,0,0,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.0081547935525483,9.625
9074-KGVOX,1,0,1,1,50,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),39.45,2021.35,0,0,2,1,0,1,False,True,False,False,1,0,1,0,0,0,1,0,0,37m+,3,0,medium,1,0,7.612015480545652,39.634313725490195
6128-DAFVY,0,0,0,0,56,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),44.85,2564.95,0,0,2,1,0,1,False,True,False,False,1,0,0,0,0,0,1,1,0,37m+,3,0,medium,1,0,7.850084059405065,44.99912280701754
9933-QRGTX,0,0,1,0,60,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Electronic check,97.2,5611.75,0,2,0,1,1,0,False,False,True,False,0,1,1,0,0,1,1,1,0,37m+,3,0,high,2,1,8.632796074488324,91.99590163934427
4476-OSWTN,1,1,1,0,69,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,110.55,7610.1,0,1,1,1,1,0,False,False,False,True,0,0,1,0,1,1,1,1,1,37m+,3,0,premium,3,1,8.937362987059018,108.71571428571428
3751-KTZEL,0,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,35.05,35.05,1,0,2,1,0,1,False,False,False,True,0,0,0,0,0,0,0,1,0,0-12m,0,1,medium,1,0,3.584906863730958,17.525
1977-STDKI,0,1,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,73.0,73.0,1,0,2,1,1,0,False,False,True,False,0,1,0,1,0,0,0,0,0,0-12m,0,1,high,2,1,4.30406509320417,36.5
5066-GFJMM,0,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,45.75,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.844814255734696,11.4375
2661-GKBTK,1,0,1,1,60,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),76.95,4543.95,0,2,0,1,0,1,True,False,False,False,1,0,0,1,0,1,1,1,0,37m+,3,0,high,2,1,8.421772005450956,74.49098360655738
0458-HEUZG,0,0,0,0,13,0,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,0,Mailed check,35.4,450.4,0,2,0,1,0,1,False,False,False,True,0,0,0,0,1,1,0,0,0,13-24m,1,0,medium,1,0,6.112353864383436,32.17142857142857
7268-WNTCP,1,0,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.45,1297.35,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.168849506524821,20.59285714285714
0824-VWDPO,0,0,0,0,45,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Bank transfer (automatic),96.75,4442.75,0,1,1,1,1,0,True,False,False,False,1,0,1,1,0,0,0,1,1,37m+,3,0,high,2,1,8.39925389355155,96.58152173913044
8409-WQJUX,0,0,0,0,25,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,54.2,1423.15,0,1,1,1,0,1,False,False,True,False,0,1,0,0,1,1,1,1,0,25-36m,2,0,medium,1,0,7.261330423503012,54.736538461538466
2578-JQPHZ,1,0,0,0,44,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),100.1,4378.35,0,2,0,1,1,0,True,False,False,False,1,0,0,0,1,1,1,1,0,37m+,3,0,high,2,1,8.384655590531366,97.29666666666668
3278-FSIXX,0,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.25,74.2,0,0,2,1,0,1,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,4.320151230955794,24.733333333333334
5813-UECBU,1,1,0,0,33,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),83.85,2716.3,1,0,2,1,1,0,False,True,False,False,1,0,0,1,1,0,0,0,1,25-36m,2,0,high,2,1,7.907394019230851,79.89117647058823
0328-GRPMV,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.1,70.1,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,high,2,1,4.264087336809195,35.05
9746-UGFAC,0,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.85,450.65,0,1,1,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,6.112907543595853,19.593478260869563
2946-KIQSP,0,0,0,0,35,0,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,33.45,1175.85,0,0,2,1,0,1,False,False,False,True,0,0,0,0,1,1,0,0,0,25-36m,2,0,low,0,0,7.0705966564879645,32.662499999999994
0625-AFOHS,0,0,1,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,558.8,0,2,0,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.327579577081353,18.626666666666665
6726-WEXXK,1,1,1,0,27,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,1,Electronic check,85.9,2220.1,0,1,1,1,1,0,False,False,True,False,0,1,1,0,1,0,0,0,1,25-36m,2,0,high,2,1,7.705757847644463,79.28928571428571
4636-OLWOE,1,0,0,1,54,1,No,DSL,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,61.0,3283.05,0,1,1,1,0,1,False,False,True,False,0,1,0,1,1,1,0,0,0,37m+,3,0,medium,1,0,8.096832695791372,59.691818181818185
4342-HENTK,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.65,142.35,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,high,2,1,4.9652891923293785,47.449999999999996
4685-ERGHK,1,0,0,0,57,1,Yes,Fiber optic,No,No,No,No,Yes,No,One year,1,Electronic check,86.9,4939.25,0,1,1,1,1,0,False,False,True,False,0,1,0,0,0,0,1,0,1,37m+,3,0,high,2,1,8.505171216188913,85.15948275862068
0885-HMGPY,1,0,0,0,62,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),69.4,4237.5,0,2,0,1,0,1,True,False,False,False,1,0,1,1,1,1,0,0,1,37m+,3,0,medium,1,0,8.35196471204846,67.26190476190476
5003-OKNNK,0,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.35,335.95,0,1,1,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,5.819934551392226,20.996875
4195-SMMNX,1,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,33.2,1,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.5322256440685598,11.066666666666668
7208-PSIHR,0,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),104.3,7188.5,0,2,0,1,1,0,True,False,False,False,1,0,0,0,1,1,1,1,1,37m+,3,0,high,2,1,8.880376907267795,101.24647887323944
4012-ZTHBR,0,0,1,1,21,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.95,926.25,0,0,2,1,0,1,False,False,True,False,0,1,0,0,0,0,0,0,0,13-24m,1,0,medium,1,0,6.8322232163697,42.10227272727273
0489-WMEMG,0,0,0,1,23,1,No,DSL,No,No,No,Yes,No,No,One year,1,Electronic check,49.45,1119.35,0,1,1,1,0,1,False,False,True,False,0,1,0,0,0,1,0,0,0,13-24m,1,0,medium,1,0,7.021396415471186,46.63958333333333
7435-ZNUYY,1,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.6,116.6,0,1,1,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,4.767289035464526,16.657142857142855
1354-YZFNB,1,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.55,68.8,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,4.2456340097683265,13.76
6956-SMUCM,0,0,0,0,3,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.0,287.4,1,0,2,1,1,0,False,True,False,False,1,0,1,0,1,0,1,1,0,0-12m,0,1,high,2,1,5.664348405410794,71.85
2985-FMWYF,0,0,0,0,23,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.5,2341.55,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,1,1,13-24m,1,0,high,2,1,7.758995358601965,97.56458333333335
2812-ENYMO,1,0,0,0,26,0,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Credit card (automatic),54.55,1362.85,0,1,1,1,0,1,False,True,False,False,1,0,1,0,0,1,1,1,0,25-36m,2,0,medium,1,0,7.218066861681702,50.47592592592592
2717-HVIZY,0,0,0,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,163.6,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,5.103518288242969,18.177777777777777
3223-WZWJM,1,0,0,0,26,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.95,2254.2,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,1,1,25-36m,2,0,high,2,1,7.720993939799903,83.48888888888888
3422-GALYP,1,0,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.45,145.15,0,0,2,1,1,0,False,False,True,False,0,1,0,1,0,0,0,0,1,0-12m,0,1,high,2,1,4.984633491557255,48.38333333333333
9053-JZFKV,1,0,0,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),116.2,7752.3,1,2,0,1,1,0,False,True,False,False,1,0,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.955873838169165,114.00441176470588
2530-ENDWQ,0,0,1,0,71,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),93.7,6585.35,1,2,0,1,1,0,True,False,False,False,1,0,0,0,0,0,1,1,1,37m+,3,0,high,2,1,8.79275460455494,91.46319444444445
2890-WFBHU,0,0,0,0,59,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),79.85,4786.1,0,1,1,1,0,1,False,True,False,False,1,0,1,1,1,1,0,1,1,37m+,3,0,high,2,1,8.473680079084492,79.76833333333335
0327-WFZSY,1,0,1,1,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,100.0,3835.55,0,1,1,1,1,0,False,False,True,False,0,1,0,0,1,0,1,1,1,37m+,3,0,high,2,1,8.252328804244902,95.88875
7977-HXJKU,1,0,0,1,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,397.0,0,2,0,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,5.986452005284438,18.045454545454547
6615-ZGEDR,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,19.7,1,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.0301337002713233,9.85
7033-CLAMM,0,0,1,1,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.2,1027.25,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,6.935613607110533,20.964285714285715
4023-RTIQM,0,1,1,0,31,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),50.4,1580.1,0,1,1,1,0,1,False,True,False,False,1,0,1,1,1,0,0,1,0,25-36m,2,0,medium,1,0,7.365876086316099,49.378125
0864-FVJNJ,0,0,1,1,64,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,113.35,7222.75,0,1,1,1,1,0,False,False,True,False,0,1,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.885129487631987,111.11923076923077
7356-IWLFW,1,0,1,1,46,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.0,3769.7,0,0,2,1,1,0,True,False,False,False,1,0,0,1,0,0,0,0,1,37m+,3,0,high,2,1,8.2350159395989,80.2063829787234
9541-PWTWO,0,0,0,0,52,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.95,4233.95,0,2,0,1,0,1,True,False,False,False,1,0,0,0,1,1,1,1,1,37m+,3,0,high,2,1,8.351126800641016,79.88584905660377
3967-VQOGC,0,0,1,1,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.9,1680.25,0,2,0,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.427292843350149,24.709558823529413
7872-RDDLZ,0,1,0,0,67,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.9,3725.5,0,0,2,1,0,1,False,False,True,False,0,1,0,1,0,0,0,0,1,37m+,3,0,medium,1,0,8.223224734321748,54.786764705882355
9250-WYPLL,0,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.55,413.65,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,1,0-12m,0,1,high,2,1,6.027434790897213,68.94166666666666
6308-CQRBU,0,0,1,0,71,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,109.25,7707.7,0,2,0,1,1,0,False,False,True,False,0,1,0,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.950104840148782,107.05138888888888
2754-XBHTB,0,0,0,0,9,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),77.65,714.15,1,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,1,0,0,0-12m,0,1,high,2,1,6.572492310900909,71.41499999999999
1597-LHYNC,0,1,0,0,26,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,95.0,2497.2,1,0,2,1,1,0,False,False,True,False,0,1,1,1,0,0,0,1,1,25-36m,2,0,high,2,1,7.823325751531809,92.48888888888888
0186-CAERR,1,0,0,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),116.3,8309.55,0,1,1,1,1,0,True,False,False,False,1,0,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,9.025281070978235,115.41041666666666
3043-SUDUA,0,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.9,601.55,0,0,2,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.401170649473401,18.228787878787877
5442-BHQNG,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.35,139.25,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,high,2,1,4.943426544402806,46.416666666666664
2169-RRLFW,0,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1888.25,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.543935203900829,26.225694444444443
5872-OEQNH,0,0,0,0,60,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,1,Electronic check,44.45,2773.9,0,1,1,1,0,1,False,False,True,False,0,1,1,0,1,0,0,1,0,37m+,3,0,medium,1,0,7.928369989495185,45.47377049180328
3162-KKZXO,0,1,0,0,55,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.15,5409.75,0,1,1,1,1,0,False,False,True,False,0,1,0,0,1,0,1,1,1,37m+,3,0,high,2,1,8.596142994394638,96.60267857142857
7055-VKGDA,1,0,0,0,54,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),105.4,5643.4,1,1,1,1,1,0,False,True,False,False,1,0,1,1,0,1,1,1,0,37m+,3,0,premium,3,1,8.638419182183606,102.60727272727271
0754-UKWQP,1,0,0,0,2,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,95.85,197.7,1,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,1,1,0,0-12m,0,1,high,2,1,5.291796149557771,65.89999999999999
8873-GLDMH,0,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,73.85,401.3,0,0,2,1,1,0,False,False,False,True,0,0,0,0,0,0,0,0,1,0-12m,0,1,high,2,1,5.997198078955742,57.32857142857143
5696-JVVQY,0,0,1,1,48,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),70.1,3238.4,0,2,0,1,0,1,False,True,False,False,1,0,1,1,1,0,0,1,0,37m+,3,0,high,2,1,8.083143406452296,66.08979591836734
8946-BFWSG,1,0,1,1,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.25,1573.05,0,2,0,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.361407194673576,24.57890625
7493-TPUWZ,1,0,0,0,1,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.15,79.15,1,0,2,1,1,0,False,False,True,False,0,1,0,1,0,0,0,0,1,0-12m,0,1,high,2,1,4.383899879055562,39.575
0547-HURJB,1,0,0,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.05,235.8,0,0,2,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,5.46721590300985,18.138461538461538
8904-OPDCK,1,1,1,0,54,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),24.95,1364.75,0,0,2,1,0,1,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.219459007275827,24.813636363636363
8845-LWKGE,0,0,1,1,30,1,No,DSL,No,No,Yes,Yes,Yes,No,One year,1,Electronic check,64.5,1985.15,0,1,1,1,0,1,False,False,True,False,0,1,0,0,1,1,1,0,0,25-36m,2,0,medium,1,0,7.5939533704538755,64.03709677419356
1577-HKTFG,0,0,1,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.65,655.85,1,0,2,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.487455681915517,21.156451612903226
8752-STIVR,0,0,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.0,303.15,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,0,0,0-12m,0,1,high,2,1,5.717521000766714,60.629999999999995
0691-NIKRI,0,0,0,0,40,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),105.95,4335.2,0,1,1,1,1,0,False,True,False,False,1,0,0,0,1,1,1,1,1,37m+,3,0,premium,3,1,8.374753667516991,105.73658536585366
5022-JNQEQ,0,0,1,1,9,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,75.85,647.5,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,1,0,0,0,0-12m,0,1,high,2,1,6.474662003756499,64.75
4558-FANTW,0,0,1,1,17,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,91.85,1574.45,1,0,2,1,1,0,False,False,True,False,0,1,1,0,0,1,1,0,0,13-24m,1,0,high,2,1,7.362296224736894,87.46944444444445
